,Id,People,Average-Time,Sudoku
860,860,355,16,7...1....9.......3...8.42....4..93..8.5...9.2..27.84....64.3...25...........2...6
861,861,368,14,.5.764.9.......3429.......77...8.2.....1.3.....1.4...55.......9316.......9.456.7.
862,862,372,12,...13....8.....9.6.17...4.....32..852...8...138..45.....5...87.6.9.....2....93...
863,863,328,25,2...9........734.5.5....6....173.....7..45.2.....298....9....4.6.7..........5...3
864,864,356,14,.3..8...78..3.94..4..5.....2......64.6.7.1.8.74......1.....4..8..61.3..93...9..1.
865,865,323,28,8..7.5...9.6.2.....5....7...8.4.7..6..5...4..4..1.2.3...1....6...3.4.9.5...5.6..1
866,866,361,19,7...18.....5.....9..9...64.2..6.5..7.........6..4.1..2.67...3..3..2..5.....5....4
867,867,352,15,5....9..7..91..8.2...25.....73....9..5..8..7..1....52.....74...7.1..39.....5....3
868,868,366,16,............5.61...3...764..2.4...59.........54...2.76.651..28...79.3............
869,869,369,12,54.7.9.6...2..37..1...64...28.........1...6.........15...58...6..89..1...5.6.1.89
870,870,311,28,..8..4....9.....6.6.4...8.....6.39....3.7.5...794.2.....5...3.7.1...5.2....9..4..
871,871,362,13,7.31..6.2..623.......5.8..3.17.........3.5.........91.4..7.3.......461..3.5..17.4
872,872,333,22,35...9.6....4.....7.13.5....74...3.2..9...5..5.2...79....6.12.5.....8....1.5...74
873,873,338,24,8.56.......6...9..2..4.7...9...7...8.18....2.4..5....6...1.5..3..1...6.......42..
874,874,356,18,.21..4.......5.12......37.4.......9.6..4.8..5.7...6...7.8.......19.........8..63.
875,875,345,19,.8.....4.4...15....9.6...3...3.8.2.494.....831.8.3.7...6...1.2....96...8.3.....6.
876,876,349,18,.......2...6.29..827..4........8..1...87.13...3..9..4.....1..3.4..27.6...5......1
877,877,315,26,..14.97..2....8...........145...6.3...9...4...6.8....56...........2....95..1.42.8
878,878,346,17,.7.6...2....5.9.......3..58......6.16.27.3..95.1.......8..6.......2.5..3.......1.
879,879,292,37,6..17...5..7.82...9.....7....37......4............51.2..9.....1...95.34.7....3..8
880,880,317,29,15.7...4.9..5.4.2......3.....6..19.2...4.....2.13..6............1.2.9..7.4...7.95
881,881,365,15,.9.....7.....8..146.1..285.2..5....1.1.....3.8....6..7.821..3.547..3.....6.....9.
882,882,372,13,.1...3.5.4..97...1.7......6..679.....43...76.....358..3......9.7...61..5...5...7.
883,883,360,14,..486.....3.2...1...2..749.3...1......7.4.6......8...5.154..2...8...9.5.....781..
884,884,322,28,.89...56.2..4...91.........3..81.9.6.9.....4.6.5.47..8.........13...9..2.56...73.
885,885,339,17,.3..824.........9......75.3...354..1........64..72....3.6.......9.....8...814..5.
886,886,327,26,..7.63.91.........2.....3.6.2.7...3...4.9.8...3...6.7.4.1.....2.....9...9..18.6..
887,887,300,30,9.31.....51...9..6...5.2..9.....36....1.5.8....46.....7..2.5...1..9...67.....72.5
888,888,362,16,...2.51.........7.4.68.9..2..57..6..8.......3..3..67..6..1.23.5.8.....6...49.7...
889,889,350,17,.2.5.18...4.....1.6.8.3.2....2....5....953....9....3....3.4.7.8.5.....6...42.7.3.
890,890,380,14,9...53...7...4....3.48..2...31....4.2.8...5.6.7....89...3..24.8....6...5...38...1
891,891,308,30,.....7..33..4....8..9...1...3.14..2..567.8.......26.7...5...6..9....3..17..2.....
892,892,357,18,...1......41...8..97.3....16...9....324.5.769....2...44....7.93..9...62......5...
893,893,320,28,.6..8..3...4....8.....32.9.5....8.....9...76....7....4.2.451....5....1...46....2.
894,894,366,16,98....4.2.4..5.....2.3.4.9.2..6....5...7.8...1....3..6.1.4.6.5.....1..6.6.2....48
895,895,361,15,....5....2.......81...8.9.5.3..69.14...4.2...42.81..9.5.1.4...76......49....3....
896,896,362,16,2.....54....715.9............8..3....592.467....9..3............7.4581...14...9.5
897,897,382,13,...5...6..8.....5...5..79...9..6..87.57...42.21..4..9...83..2...7.....1..4..81...
898,898,290,41,....1...96.......7.57..9.6......4.38..3.8.9..8..6......9.3..18.3.5.....42...6....
899,899,354,16,.2....93..1.........75.86.....74....6.4.3.7.2....95.....21..5.........2.985....6.
900,900,328,27,.48..3.7...38..2...6.5......357......7.....2.......98.....91.3...6..87...9.6..84.
901,901,342,23,6..81...9......73.....2...45..4..6.7.6.....4...1..5..39...4.....12......4...98.21
902,902,379,14,......2........81.24.513..7....8..2.1.34.2..8.7..3.......798.54.67........9......
903,903,360,15,...5.12..5..382..4.3....9...5......6....1....4......87..3....1.9..174..2..68.5...
904,904,364,14,.2.8..4.7...1......8...46..8...9..313.......64...6...5.145...9......7........1.5.
905,905,330,27,..76851....6..19..1...7.....9..1..6....9.3....7..2..1.....5...4..21..8....38945..
906,906,356,15,6....9..11....2.76..4...8..8.9.2.....5....36.....4.5....8...1..92.6....73..8.....
907,907,323,27,.1..........5.3.989.5..12.7..2.1.3..8.......5....3.9..2.68..7.145.1.7..........5.
908,908,339,22,.2.1.5.7.75.836.9.............49...7..1...6..5...82.............9.724.18.7.5.8.2.
909,909,342,24,5.7....61...9.23..........4.134.........9......2..781.6..........58.4...3.8...4.2
910,910,369,14,3..9.8.52..513......4...7...6..9..7.....5.....2..8..4...2...8......764..79.8.4..5
911,911,370,13,.97....5..1.....7.8..6.3..49..12.......536.......98..63..7.1..5.2.....8..6....14.
912,912,325,26,59...6..4.4.87..3..7..3.1.....7....97.......2.....8.....9.5.....5..82.1.6..9...58
913,913,355,16,4..739..669.5....4......5......17.4.7.......1.5.46......3......1....2.799..174..3
914,914,324,27,7..2....31856.4.......5.....6...8.4...4.2.8...2.....9.....4.......8.39143....7..6
915,915,345,21,....5.....58...1.9.76..4.2....43.7.18.......47.5.81....9.1..43.3.1...89.....2....
916,916,378,15,14..3..89......2....692..1.....1...2..1...8..5.........2..459....8.....535..8..26
917,917,366,14,..4...3.1...76....69.4.....86.....924...8...771.....53.....3.46....94...5.3...2..
918,918,359,14,23..5..81.....4.....8.1..3...2.8..47..6...1..97..2.3...5..9.2.....5.....89..7..16
919,919,319,29,2..5.4.....4891....9......7.......58....1.3..18.......9......26...18.......6.2..5
920,920,341,18,......76..6..3........461.3..35..6.8.4..2..1.5.1..93..7.689........6..9..32......
921,921,310,29,..6..27...1...34.......7.5.94....2..3.......5..2..9.83.8.6...1...49...2...58..3..
922,922,324,25,9....6....5.3...1......8..289....7247.......5146....984..6.....61...9.5....7....9
923,923,377,16,2.......7.1..572.....81..6..89...71.....4.....25...34..5..38.....419..7.6.......1
924,924,369,14,.4......8..1.4.257.38....6.....31.....38.61.....25.....1....98..69.7....2......1.
925,925,374,13,4...7.6.3.3.4...8......6.15.....395.....1.....967.....14.2......5...4.6.7.8.5...9
926,926,342,24,..26.78......8.64..4....3.....7.62.............94.1....95....3..37.9......4..2.7.
927,927,363,15,....5......42..3..38976...4..8...4.7.7.....5.6........9...24631..2..68......3....
928,928,343,29,3..6...8582..51..6..........1.4.6..76.......32..5.8.6..........1..86..7279...2..1
929,929,364,22,..4.7....1...4...3.8.9.5.2..75......2.6...3.9......45.93.6.4.1.4...1...6....8.9..
930,930,371,17,.7.....9........86...57....3..1..4..76.....198.4..53.7....98...62.....7..5.....2.
931,931,365,17,93.1.7..2.81..25..5.........5..96......5.3......7...2.........7..46..85.7..2.1.64
932,932,379,14,8......1...51.89.....6.7.58.6.......928...163.......7..4.3.9.....72.53...8......6
933,933,327,29,...42....94..5.1.2.1.....7...46..7..1.......8..9..34....3....9.7.2.9..81....67...
934,934,345,19,..6..3.5.....4...62..6.9..3.8......2.9.2.7.1.1......8.9..3....883..9.......4..7..
935,935,340,26,7.518...........4..46...3.73..5.94.............97.1...4.7...56..8.........2..89.4
936,936,374,20,..35.....5..39...7..4...5.9....2.........81.4....71...1.7...4..8...62..5.....58..
937,937,380,14,82...7.........35.1..43.......7.9..5.86..149.3....4.......95..2.65.........2...86
938,938,379,15,..64.8.....5.1.9..98......3.93...74.5.......9.48...36.2......74..4.2.5.....5.42..
939,939,361,17,.4.9...838.2.....6..1..87......94.3...........5.21......73.61........2.746...2.5.
940,940,325,28,....4...7.7.8..21......6...12.4..3....43.57....3..1.26...2......386.9.4.6...5....
941,941,362,17,....6.......5.89.32.93..1...8....63.7.......1.14....7...5..78..1.78.9.......42...
942,942,341,28,..7.25.98..2.6........9.4..........39.65.8..48.5........4.7..........3..76.15.9..
943,943,367,24,...4.6..77...3.9.2...2....6..1......67.....15......8..2...78...3.4.1....1..6.9..8
944,944,345,21,.75..2........9..2....8.1....48......6.9.3.2......53....6...5..7..4......217..63.
945,945,362,17,....94..2......5.38..1.3..9..7.5..3..........94..6.8..4..9.1..56.1......3..27....
946,946,381,13,.82...7...9.....1.4...52..68...46.2....7.8....6.21...56..49...2.7.....9...8...56.
947,947,320,30,.9..6...3...4...2..15...4...2.6.4..14...1...95..2.3.4...6...57..7...8...9...4..1.
948,948,368,16,..3...4.7..43........2...39..1.57....57...18....49.7..17...3........68..4.5...9..
949,949,355,23,.2..8..154...1.2....3......8.7.243.....8.7.....513.9........5....1.6...835..4..9.
950,950,354,22,.......1.......8.3....72.6...62.37..2.9.6.3.5..78..6...4879....6.3.......5.......
951,951,354,16,7.46....8.2...9.7.6........2.1.......4..81.2.......4.9........1.9.8...3.8...176.5
952,952,374,14,3...6...47..2.4....9..1.6...8.3.2...5.9...2.7...8.5.9...2.3..6....4.9..58...2...1
953,953,376,12,7..5.83.44...7........3.7...4298..6...........9..6357...3.4........1...59.43.2..8
954,954,319,27,....53.4...1...6..8..9....33......24.1..2.98.95......71....2..6..6...7...2.64....
955,955,360,15,39...4.6...........7...5..9.1...8..4..82.67..94.7...2.7..6...5......3....6.1...7.
956,956,328,28,..5..6.8.....2....4..81...3..21..3..63.....49..4..95..2...58..7....7....37.9..4..
957,957,352,21,.68....9.....9..52.1..8.6......1.2.7..63.75..1.7.2......9.5..4.65..7.....3....78.
958,958,352,19,.1..........2.4.51..8.7.4..4..85...9.........9...67..8..3.4.1.627.6.8.........38.
959,959,363,15,46......8..5..2..42...9..1.....6.....813.467.....2....81..4...57..5..4..5......93
960,960,372,13,..1..6.4....8...7.54..17.2.3.......7..73.59..4.......1.3.42..58.8...9....2.5..7..
961,961,284,39,...1......58.7..3.2....39..9.......7.2.4.7.6.7..2....3..56....8....9.15..7...4...
962,962,352,17,..8....4....3871.......1.9.3...98..719.....636.......4.4.2........876.........5..
963,963,296,34,..93..8.....9.5.....6..2..1......76..675.1.4..82......9..17.5.......8.....5..92..
964,964,348,22,..53........596.8...8...9..9...3..17.4.....3.21..6...9..2...7...8.91........253..
965,965,363,18,..2..39..6....98.1..8.6..5...........71...54....2.7....2..1.4..3.56....8..45..6..
966,966,361,16,..9.43....8....5..7..5.1..8.2..5...7...9.2...6...8..5.8..6.9..4..6...18....43.2..
967,967,370,12,.2.9.7.6........78..8.6..5.1....2.35..6...2..85.3....7....3.4..67........9.8.1.2.
968,968,321,27,91.8...4..5..7..62......3.....193.2.....6.....3.784.....1......62..4..7..7...1.94
969,969,356,16,85..2..37.....421.7....5...31......4....8....2......71...6....3.953.....67..1..92
970,970,327,27,...98.6..5.....9.1.49..5..7....27...3.4...2.9...39.......2..39.2.7.....4..8.69...
971,971,361,20,7.45.3.2.........829......6...2.....8.3.9.1.2.....1...6......134......5..5.7.68.9
972,972,374,15,2..53........864....5.14.6.8.......7.5.....1.1.......9.4.16.35...239........45..2
973,973,371,14,9.3..5..2..53..6..6...1......7....21.8.7.9.4.26....8......7...3..6..24..3..9..7.8
974,974,373,12,.9...3..1.427.59......4..87.......7....829....3.......52..6......64.752.3..5...1.
975,975,291,41,.......3......251.....56..4..4...6.868..4..5.2.9...3..4..79.....154..8...3.......
976,976,360,18,.....2.4...465..9....7...1..3..2......51348......8..6..9..1.....4...82...8.......
977,977,333,28,..482....61...9...9....4..2..1..8.....9...7.....6..1..7..4....1...3...9....71.82.
978,978,328,30,..65.17.......9....5......2....4.1..143....56..5.2.3.95......8....8.......29.76..
979,979,383,13,..2...7.5.9..2..14.......6......48.3..35.96..7.48..2...1.......53..9..7.6.9...4..
980,980,378,14,......4.8...86...5.1.....6..8..7...67.5.9.3.22...5..7..6...1.3.8...36...4.9......
981,981,378,15,....4.....97....5...6..8.43..89.4..5..4...73.7..6.5...62.1..5...7....91.....5....
982,982,305,32,...7.....7.2.4.5..1..2.3...5.9.......7...8.1.4.....3.5...6.7.49..5.8.2.1.........
983,983,364,15,..9.4...1.......6.4...8.3..7....6.1..5.3...8..1.9....5..4.2.6.9.3...9...8.....4..
984,984,329,27,..91.......7...8.34......56....7....9..6.4..8....13...59.....428.6...5..3....29..
985,985,332,24,..58..31..92....6.........937.5.8..2....3....2..6.7.536.........2....54..57..48..
986,986,320,25,43..1....8....5.....1...26..6...3.5.54.....23.9.8......14..97.....3....1....7..46
987,987,371,15,4..9.26.7...6.......7...8.9...1.4.5..71...34..5.8.7...5.6...2.......8...2..3.9..1
988,988,375,13,...........97..45358.9.2....9....8.4...3.9...6.7....3....6.7.82326..897..........
989,989,318,30,....3...5.17..5.422..1......3......8.84.7.39.6......7......1..317.3..62.8...2....
990,990,357,13,..1.......25...438...48..1....7.5..28...4...16..9.8....9..34...764...89.......2..
991,991,324,28,...5.6.3.6.2........3.9.7......8.2..5......84.94.1........7.92.......3.5.8.9.3...
992,992,358,21,...9..2.1...........57.3..982......5.1..3..8.4...2..9.6..2.98...........5..4.6...
993,993,343,20,...429...3.......6.......1..7.95.2..26......1..5.82.4..8.......9.....7.5...745...
994,994,349,21,...7361..7....25......4...3.42.....13...8...25.....89.2...5......71....5..9274...
995,995,381,11,.9....43..6..98......2.1.9.8..1....6.79...25.5....9..3.1.5.6......98..4..23....6.
996,996,302,33,...1...2..8.9...4...5.2.7.........6..5.614.7..3......9..3.7.2...6...2....9.4.1...
997,997,361,15,.47.9..3.2...........2.3....843.92....5...9....94.851....7.6.......4...7.6..8.14.
998,998,340,25,.679.........5.6.....1.75..8.3.7...22..3.8..66...1...5..97.1.....8.9.........598.
999,999,341,24,...7...5..7..1.64.8..9.5.....7..3...42..9..35...6..8.....5.9..1.18.7..6..3...1...
1000,1000,359,19,...2.1...3..86.9.7.4...7.2.4.6.....2..8...4..2.....7.8.2.7...8.1.7.38......1.5...
1001,1001,367,18,.....8....79.1.65.3..2......6...2.43.8.....7.45.....6............5.7.21....4.5...
1002,1002,387,11,7.96..2.81.....5....4.5.....7.5.4..2....3....3..9.1.6.....1.3....6.....79.3..78.6
1003,1003,324,32,...7.....71..49.26....62...3.5........9...1........2.52..31.7..47.9...18.....5...
1004,1004,370,15,..4.3.71..376...9....1.....7...4..85...2.3...46..1...3.....7........145..48.6.3..
1005,1005,321,29,.95.........714....6...9.8.....6.17.....3.....32.7.....712...9......6.....4...25.
1006,1006,361,18,..1.7.63.8......9.46......124.79....6.......3....53.4.5......12........4.26.1.5..
1007,1007,382,14,5.6.....4.1..........2.7..3..2.719...9.....3...435.6..6..8.2......1.....8.....5.1
1008,1008,381,14,...986.5..1....8..9.6.5...4..1.9.....9.3.1.4.....4.2..5...2.1.7..7.......2.417...
1009,1009,369,15,9.7...3..........65.219...8..62.7..5.........2..8.49..4...817.91..........5...8.2
1010,1010,329,29,.7.4...2.1..5.9.....6....8.3.5.....768.....927.....8........7.....2.56.1.5...1.4.
1011,1011,372,14,6......5...59.7...9.8..42.1...72.9......5......9..1...2.31..6.4...6.28...7......3
1012,1012,322,31,...372....2.1...9...3......27.....38..9.5.4..48.....699.....6...5...1.7....743...
1013,1013,357,21,.3..1..2........14.8.3.9......4.......7.6295......5......5.6.4.87.......1...9..6.
1014,1014,368,17,.16.3.........5..88...61..7..4..6.9...3.4.6...9.3..7..5..61...43..9.........5.23.
1015,1015,336,23,.9...1.4.....7....5.3...2.78..3..9..9..216..8..4..8..54.2...7.1....6.....1.4...9.
1016,1016,370,14,.2.....73..1.5....4..6.71.....3....7349...5615....6......1.3..4....9.3..25.....1.
1017,1017,334,27,9...5.......31.5.........67.4..6..5..21...37..8..93.2.13.........6..2...8...7...2
1018,1018,376,16,.......1.1.74.85.......92.4.......4.2.1.8.9.5.8.......6.97.......52.17.3.3....4..
1019,1019,328,28,8.4...29...7.8.6..5.......1....78......3.9......421...7.......6..2.6.4...31...9.7
1020,1020,326,30,....4.8.1.......2.8...634...8.....1.4.12.69.5.2.....7....53...7.5.......1.6.9....
1021,1021,369,17,........9.9..8..35..4.6.8....52..67..2.....8..78..69....1.9.2..34..5..9.7...4....
1022,1022,374,15,.1.5.4.2.3.9...7.4.......1..786...9....4.9....5...813..2.......6.....3.9...3.5.4.
1023,1023,377,12,........4....49...3.1...7.27....5.18...3.2...51.9....69.7...8.1...65....6.28.....
1024,1024,343,31,4..7.......8.5.......8....7356.2..1...........2....5969....2.......1.83...2.86..4
1025,1025,357,16,87..9...6........35.9.2....79.5...1..2..4..7..5...7.38....5.2.9.........1...8..47
1026,1026,348,24,83..9..72......3..7..6.3.4..4.1.....9.5...8.4.....2....5.4.6..7..6......18..3..9.
1027,1027,369,19,..5972...2...6...9..81.....9.6..8..2..4...3..3..6..1.5.....19..1...5...7...2.75..
1028,1028,340,20,.1...8..3..81647........1...7.....9.1..5.3..6.32....5...5.........7452..7..9...3.
1029,1029,365,18,...1...4...36.....6...4...88..4....6.3.....1.1..7....99.......7.....53...7...9.2.
1030,1030,380,12,6......2.9...1...558..6..14...1.2.7...5...3...7.9.4...19..8..523...2...6.4......3
1031,1031,317,29,.....3.4...9.1....75......19...5..36..26389..61..7...22......95....6.1...7.9.....
1032,1032,349,17,4.7......9....7.866..8........41...2.9...8.7.3...96........3..771.5...49......3.5
1033,1033,331,24,.3876..............7.8.2.1.76..3...5...1.5...8...4..32.9.4.1.5.....2........5837.
1034,1034,322,25,.4.6...373.2..1..6....2......9...56....1.5....31...7......8....6..7....285.3.2.4.
1035,1035,370,15,.97.2..1....46...2.5.7..6.8..4....7...8...4...2....1..2.9..5.3.3...4.....7..1..4.
1036,1036,340,21,....1.25.....3..6.18..95..3..38....1.5.....2......26..2..98..74.9..7.....37......
1037,1037,374,14,.9..7862......61....3.5..8.2.1...9...6.....1...9...7.3.2..8.......5......5.21..7.
1038,1038,334,27,.3.5..946....6......8.3.2...8...961.4.......3.964...7...3.9........7....259..6.3.
1039,1039,345,20,59.1...3...13........8.6...3.2...84..65...12..18...5.3...2.7.........2...4...9.51
1040,1040,330,29,..32.........49....7.....34.2...1.6.6...9...3.8.6...1.16..5..27...71.........48..
1041,1041,338,25,2...3...9...4...1..15...8..9.3.8....6..5.9..7....6.4....1...73..6...5...3...4...5
1042,1042,386,14,...2...8.7.....156.....3.....27.49..9.7.6.5.8..81.97.....6.....315.....9.6...1...
1043,1043,375,17,.4.3..918........3.1...24......8....8.5...1......63.....26...5.1...9....769..4.2.
1044,1044,367,15,5.2.......143.8.......4..3..8.7.6.2.1...3...5.4.2.1.6..9..7.......6.271.......6.4
1045,1045,345,29,...1.5...6.3.8.7..........2.57...3..3.1.4.6.8..4...91.4..3...........8.6...2.6...
1046,1046,363,16,86.3...4.......9..2...41...49.....6...56.21.........73...43...6..4.......5..69.17
1047,1047,311,33,..38.......6...84.8....7..6..2..13...1..2..9...49..5..9..6....2.37...........31.7
1048,1048,327,28,..1.47.5....9.....7..3....92...3...8.7.....1.8.4.1...69....6..3...........659.4..
1049,1049,380,17,78.3.1.......5.7...5.8...19.......25...563...69.......13...9.6...6.3.......6.2.83
1050,1050,353,20,....8.......9..5.8.8.2...3.54.8....69...6...33....9..1.3...7.4.7.9.12............
1051,1051,385,15,..83.9..7......86..9.4.7..57.2.........751.........4.18..2.6.5..49......6..9.83..
1052,1052,295,36,...4.2..5..4..71..7...1.3.....1..93.9.......2.35..8.....7.4...9..8.9.2..5..6.1...
1053,1053,360,17,.4.3.5...5.8.6...4........2.1.......4..239..7...7.4.6.8........7.....8.1...9.6.2.
1054,1054,325,30,5..6.3.....4.......16.85....4...7.51.7.....2.82.....4....19.37.......6.....5.6..9
1055,1055,349,23,86.7.4.15..9...8.......3...59...7..6...2.6...2..1...38...4.......2...1..74.3.1.59
1056,1056,396,15,43.2..869...3.95............6...8.3.5.2...4.1.8.1...9............89.7...197..2.54
1057,1057,378,16,...851....1....83....7.4...95.....46.6.....2.47.....85...1.5.....6....71...379...
1058,1058,386,15,45..8.3.....1.26...9...5...5..9.6..2.........8..2.7..3...8...9...85.1.......7.24.
1059,1059,326,31,7.......2..38..19....31....4.17.82....5...4....29.65.7....85....59...8..8.......6
1060,1060,371,15,.....4.2.5...79.68...3.8.7..41...9.....6.5.........34..8.9.6...26.8....5.3.4.....
1061,1061,339,30,.41.67.3...........6...5..9..81..3.........4...9..36...9.2...8......6....1.73.45.
1062,1062,335,26,..8.7......15.....5..6.2..1....5.8..6.3.1...2..7.9....8..1.5..3.....74....6.3.7..
1063,1063,359,19,...3..78..48.2....5...1...6........3..25.71..8........6...9...1......34..39..2...
1064,1064,388,14,........5.6.....41...845........32...82...91...57.2.....8351...31...8.6.9........
1065,1065,371,13,.2..1....97......1.18.96...2.57..3..6.......4..4..85.6...94.13.3......49....7..2.
1066,1066,340,26,..4......5.....4398..41...2.1.2.3..5.....4...9..6.1.8.4...28..1296.....8......5..
1067,1067,368,14,..2639......82..9.......81..69...2.5.7.....8.4.1...63..18.......9...7......4851..
1068,1068,326,29,..3...8..5..2.6..7.6..9....2.....3..78.5.4.2.........8....4.......1.2.....6...97.
1069,1069,347,23,.12...86..9..38.2..8.........45.9.....5...7.......39.........7..2.48......3.6.51.
1070,1070,358,17,48.....72.............61.5.2.......8.1.4.2.9.3...8...4.6.53.............95.2...41
1071,1071,357,17,....2.5..93.1....4...4.9.36.6.....15..5...3..37.....6.71.9.8...5....3.87..6.1....
1072,1072,355,14,...3.59......4.3..1.6..78..8.....745....1....649.....8..86..5.2..3.2......27.1...
1073,1073,323,29,.87..........4....3.2.864...28.....4.....9...6.....23...467.1.5....1....1...2.67.
1074,1074,355,16,8........25..8..93.9.7.1.6.1...5...9..8...6..9...6...7.4.3.8.2.53..1..86........1
1075,1075,314,35,..9...2..16..9..532..5.6.....2..8..6..6......5..1..9.....3.2..543..5..92..5...6..
1076,1076,347,23,....24.1....8..7..1.5....849....1.....2.8.6.....3....5427...1.3..9..3....1.27....
1077,1077,372,19,.7...6.....57.4...134.......5.82..6...35.19...8..93.1.......651...1.98.....3...2.
1078,1078,360,18,......6....58..1...8.6.7..2.6..8.95..1..2..4..78.4..6.8..5.3.2...7..83....1......
1079,1079,380,13,.1..74....42..16..........5.23...7.6..4.3.2..5.7...38.9...........5..13....62..9.
1080,1080,298,40,.......7...951......5..4..67...6.....968.31..3...5...49..3..8....4.2.9...8.......
1081,1081,361,17,.9.15...4..53..8..3...4...7......173.........4798.....9.......5..8..57..6...2..4.
1082,1082,334,26,....7..9.7.6...4...9.4...8.463.9.85...........1..3.629.....6.3...9...5.7.5..1....
1083,1083,360,21,.79..83...2..9..6....5...8.......4...14.7.29...7.......4..36....8..2..7...24..83.
1084,1084,386,13,43........5...2.1.68.43...5.....9....29.8.37....5.....3...57..1.4.2............69
1085,1085,357,18,....4.......1.6...5.8...9.1.648..37....2.3.....7..45..9.56..2.7.....7.......9....
1086,1086,381,15,.47...1...6.2.7......4.9.5..5.3..97.2.......4.79..6.8..3.5.4......6.8.3...8...24.
1087,1087,325,33,.9........8.495...6...3...2.16....94..7.8....3.....27.1...4...5...358.6........3.
1088,1088,363,15,.45...7.3....9.....7.25....31.6...4.....7...2.9...5.87....29.3.....1....2.6...97.
1089,1089,319,31,9...1.3...5...9.8...1.......8....963....7....316....4.......6...9.5.4.2...7.6..38
1090,1090,352,24,..76.....6......53.51...26..3.47..1....8.6....6..92....16...98.97......1.....85..
1091,1091,366,16,3.....8.5.8.2.9......8...23..97..3...5..2..6...4..15..74...2......1.3.7.2.6.....4
1092,1092,386,14,..6834.....57....38......2...2.1..5.5.9...1.7.6..5.2...5......12....36.....5683..
1093,1093,384,12,..652..7....6...8.8...7..59..7...3.8.....5...3.1...7..6...1...4.1...3....4..692..
1094,1094,327,29,1...2...5.3.......8.2.91.7...5.1...3...5.2...7...6.4.....14.2.7.6.....8.9.......1
1095,1095,382,15,9456..1...........1.3.98..7..2.3....6..8.4..1....1.6..3...6.5.9...........1..2734
1096,1096,319,36,.7....2...1......32....9......26.4...5..8..6...9.51...8..5....75..6...1...4.7..8.
1097,1097,345,26,7.....4.5.3..8......5..9.2.2.6.......4.1.3........47...8....1...5..3..7.6.7.....9
1098,1098,372,18,2.......6.....1..3..54...9...4...7....8.2.3.....5.31...37..56..4..2.....6.......4
1099,1099,382,14,1..73.5...92...38...7...1.4....92...3.......5...46....6.4...9...73...64...1.84..3
1100,1100,393,11,97...8.1...4...8..6..29....19......6.6.7.4.8.4......53....36..1..3...9...1.9...47
1101,1101,316,31,....6..1...6...2.3.8....5.7.42..7..5...5.4...1..3..87.9......822.8...1...1..7....
1102,1102,357,18,..7..89...2...1..5...6.4...64..3.2.1....8....3.2.6..47...5.7...9..2...1...18..3..
1103,1103,349,24,.1..23..5..61....3....9.7.2.....6.9...5...1...7.3.......2.6...71.....8..8..4...3.
1104,1104,357,23,.3.2...5...........7.163....12...9.....7.8.3...8....4....591.8.........3.5..76.2.
1105,1105,378,15,.7.....3..35.9.216....4......8935.....3...8.....6.87......5....926.1.57..5.....2.
1106,1106,377,16,....57...4.......5.8.1.2.....19.84.6.3.....1.2.85.17...5.8.4.6.8.......4...61....
1107,1107,398,11,..7.5.43...3..7..541...6..2....9.....6.4.8.7.....3....3..8...167..2..5...82...9..
1108,1108,357,26,41........6..392..2.....3.6.9...7.3...6.......8.9...2...25....7..564..9........4.
1109,1109,365,16,..17.32..4.......86..9...7...6.5.3..9..3.4..1..5...9...1...5..65.......3..76.24..
1110,1110,339,29,..7.68...6.2....9...879......93...4.7.......9.1...42......127...8....1.3...63.9..
1111,1111,371,20,.....2.1..1......556..4...9...3.9.5..918.463..4.6.1...9...1..621......9..7.2.....
1112,1112,375,16,...4.87...3..6...4..97321..6....1....5.....7....9....1..52749..4...1..6...75.6...
1113,1113,364,20,..2.6...1....1......4..93...4.....5.9..7...36.1.....8..395..2......7....2...8.46.
1114,1114,401,11,.1......8...7.1..9.458..76...2...9.....349.....7...4...71..463.2..5.7...6......2.
1115,1115,335,30,..........73..8.4..2.4..5.8......75....1.2..6.54......1.92.3....4.6..89.....8....
1116,1116,374,14,...9....8..6...57.1...3...4.7.3.285...........497.1.2.9...7...2.84.1.7..2....9...
1117,1117,323,32,..3........854.16..2..1.3...3.9...5..6.....19.....7.....7.6..9...1.384........5..
1118,1118,362,23,...3..12.1....2..3....6......2.96.4.4.7...5...5.73.9......7....3..4.8..9.64..3...
1119,1119,366,16,..8..74.....86...5...9.2..8.46...9.............1...75.7..231...6...59....954..1..
1120,1120,385,14,........4.5....7.9..73.4.157.35.26.............2..89.796.2..5..3......4.2........
1121,1121,387,12,.....952....2.........6..4...85....1.65...43.4....169..4..8.......4.2....871..3..
1122,1122,335,27,.1.5......7......3.3...4.9....153..89.......16...92....4.3...2.7......1...2..5.76
1123,1123,366,17,....2.....3.8...266..9.13.5.6..8......42.67......3..5.7.93.8..485...2.7.....7....
1124,1124,329,33,.3..2.........81..7..6....8.4.3....52..8.1..915...2..33....5..6..59.........8..2.
1125,1125,362,22,..6.1..3..14..628.5.........3...9.7....861....6.5.............4.736..81..8..3.5..
1126,1126,384,17,....3..1....6.7...83..9.....67..8...5.......3.4.5..17...8.1..57.....5....7..4..6.
1127,1127,373,16,.46...3..1.2..47..7....2..6....8.....8.5.1.9.....3....2.18....7..57..9.1..4...56.
1128,1128,387,12,..85.7....64...1..5...4..87.79......81.....42......56.13..7...8..6...27....1.89..
